date,region,state_po,candidate,party,voteshare,ev
11/8/1904,Tennessee,TN,Debs,independent,0.5577754892,
11/8/1904,Tennessee,TN,Other,independent,1.804325438,
11/8/1904,Texas,TX,Roosevelt,republican,21.89754196,
11/8/1904,Texas,TX,Parker,democrat,71.4505487,
11/8/1904,Texas,TX,Debs,independent,1.192694267,
11/8/1904,Texas,TX,Other,independent,5.45921507,
11/8/1904,Utah,UT,Roosevelt,republican,61.4190731,
11/8/1904,Utah,UT,Parker,democrat,32.86352191,
11/8/1904,Utah,UT,Debs,independent,5.67216146,
11/8/1904,Utah,UT,Other,independent,0.04524352821,
11/8/1904,Vermont,VT,Roosevelt,republican,77.97371261,
11/8/1904,Vermont,VT,Parker,democrat,18.84250694,
11/8/1904,Vermont,VT,Debs,independent,1.655488745,
11/8/1904,Vermont,VT,Other,independent,1.528291705,
11/8/1904,Virginia,VA,Roosevelt,republican,36.94501955,
11/8/1904,Virginia,VA,Parker,democrat,61.8426501,
11/8/1904,Virginia,VA,Debs,independent,0.1548960969,
11/8/1904,Virginia,VA,Other,independent,1.057434246,
11/8/1904,Washington,WA,Roosevelt,republican,69.95473679,
11/8/1904,Washington,WA,Parker,democrat,19.35777225,
11/8/1904,Washington,WA,Debs,independent,6.905222837,
11/8/1904,Washington,WA,Other,independent,3.782268121,
11/8/1904,West Virginia,WV,Roosevelt,republican,55.26155692,
11/8/1904,West Virginia,WV,Parker,democrat,42.02536815,
11/8/1904,West Virginia,WV,Debs,independent,0.6554549015,
11/8/1904,West Virginia,WV,Other,independent,2.057620028,
11/8/1904,Wisconsin,WI,Roosevelt,republican,63.2135955,
11/8/1904,Wisconsin,WI,Parker,democrat,28.00936314,
11/8/1904,Wisconsin,WI,Debs,independent,6.368378206,
11/8/1904,Wisconsin,WI,Other,independent,2.408663159,
11/8/1904,Wyoming,WY,Roosevelt,republican,66.72202683,
11/8/1904,Wyoming,WY,Parker,democrat,29.08036994,
11/8/1904,Wyoming,WY,Debs,independent,3.490946984,
11/8/1904,Wyoming,WY,Other,independent,0.7066562459,
11/8/1904,National Popular Vote,NPV,Roosevelt,republican,56.4150004447,
11/8/1904,National Popular Vote,NPV,Parker,democrat,37.5915096521,
11/8/1904,National Popular Vote,NPV,Debs,independent,2.9780953512,
11/3/1908,Alabama,AL,Taft,republican,24.17946861,
11/3/1908,Alabama,AL,Bryan,democrat,70.87828308,
11/3/1908,Alabama,AL,Debs,independent,1.381847292,
11/3/1908,Alabama,AL,Other,independent,3.560401022,
11/3/1908,Arkansas,AR,Taft,republican,37.29630752,
11/3/1908,Arkansas,AR,Bryan,democrat,57.31382804,
11/3/1908,Arkansas,AR,Debs,independent,3.847927178,
11/3/1908,Arkansas,AR,Other,independent,1.541937269,
11/3/1908,California,CA,Taft,republican,55.45775058,
11/3/1908,California,CA,Bryan,democrat,32.97801069,
11/3/1908,California,CA,Debs,independent,7.413145989,
11/3/1908,California,CA,Other,independent,4.15109274,
11/3/1908,Colorado,CO,Taft,republican,46.87862411,
11/3/1908,Colorado,CO,Bryan,democrat,47.9970287,
11/3/1908,Colorado,CO,Debs,independent,3.016774174,
11/3/1908,Colorado,CO,Other,independent,2.107573013,
11/3/1908,Connecticut,CN,Taft,republican,59.42800903,
11/3/1908,Connecticut,CN,Bryan,democrat,35.923117,
11/3/1908,Connecticut,CN,Debs,independent,2.691010142,
11/3/1908,Connecticut,CN,Other,independent,1.957863823,
11/3/1908,Delaware,DE,Taft,republican,52.10490137,
11/3/1908,Delaware,DE,Bryan,democrat,45.94121691,
11/3/1908,Delaware,DE,Debs,independent,0.4978440644,
11/3/1908,Delaware,DE,Other,independent,1.456037661,
11/3/1908,Florida,FL,Taft,republican,21.58427877,
11/3/1908,Florida,FL,Bryan,democrat,63.01458671,
11/3/1908,Florida,FL,Debs,independent,7.591166937,
11/3/1908,Florida,FL,Other,independent,7.809967585,
11/3/1908,Georgia,GA,Taft,republican,31.21037855,
11/3/1908,Georgia,GA,Bryan,democrat,54.60212522,
11/3/1908,Georgia,GA,Debs,independent,0.4407414116,
11/3/1908,Georgia,GA,Other,independent,13.74675481,
11/3/1908,Idaho,ID,Taft,republican,54.0850832,
11/3/1908,Idaho,ID,Bryan,democrat,37.16814159,
11/3/1908,Idaho,ID,Debs,independent,6.578068309,
11/3/1908,Idaho,ID,Other,independent,2.168706896,
11/3/1908,Illinois,IL,Taft,republican,54.52757575,
11/3/1908,Illinois,IL,Bryan,democrat,39.02258724,
11/3/1908,Illinois,IL,Debs,independent,3.004620629,
11/3/1908,Illinois,IL,Other,independent,3.445216377,
11/3/1908,Indiana,IN,Taft,republican,48.39556471,
11/3/1908,Indiana,IN,Bryan,democrat,46.90747525,
11/3/1908,Indiana,IN,Debs,independent,1.868744158,
11/3/1908,Indiana,IN,Other,independent,2.828215874,
11/3/1908,Iowa,IA,Taft,republican,55.62373552,
11/3/1908,Iowa,IA,Bryan,democrat,40.57873472,
11/3/1908,Iowa,IA,Debs,independent,1.674923045,
11/3/1908,Iowa,IA,Other,independent,2.122606711,
11/3/1908,Kansas,KS,Taft,republican,52.45859778,
11/3/1908,Kansas,KS,Bryan,democrat,42.88089247,
11/3/1908,Kansas,KS,Debs,independent,3.303665952,
11/3/1908,Kansas,KS,Other,independent,1.356843802,
11/3/1908,Kentucky,KY,Taft,republican,48.03380346,
11/3/1908,Kentucky,KY,Bryan,democrat,49.74170554,
11/3/1908,Kentucky,KY,Debs,independent,0.8340822344,
11/3/1908,Kentucky,KY,Other,independent,1.390408768,
11/3/1908,Louisiana,LA,Taft,republican,11.92539638,
11/3/1908,Louisiana,LA,Bryan,democrat,84.62531784,
11/3/1908,Louisiana,LA,Debs,independent,3.346779025,
11/3/1908,Louisiana,LA,Other,independent,0.1025067561,
11/3/1908,Maine,ME,Taft,republican,62.99559886,
11/3/1908,Maine,ME,Bryan,democrat,33.29352242,
11/3/1908,Maine,ME,Debs,independent,1.653250075,
11/3/1908,Maine,ME,Other,independent,2.057628649,
11/3/1908,Maryland,MD,Taft,republican,48.84606194,2
11/3/1908,Maryland,MD,Bryan,democrat,48.59242614,6
11/3/1908,Maryland,MD,Debs,independent,0.9738776092,
11/3/1908,Maryland,MD,Other,independent,1.587634312,
11/3/1908,Massachusetts,MA,Taft,republican,58.20856651,
11/3/1908,Massachusetts,MA,Bryan,democrat,34.04170105,
11/3/1908,Massachusetts,MA,Debs,independent,2.359061453,
11/3/1908,Massachusetts,MA,Other,independent,5.390670994,
11/3/1908,Michigan,MI,Taft,republican,61.93455512,
11/3/1908,Michigan,MI,Bryan,democrat,32.44024879,
11/3/1908,Michigan,MI,Debs,independent,2.138309064,
11/3/1908,Michigan,MI,Other,independent,3.486887031,
11/3/1908,Minnesota,MN,Taft,republican,59.1127786,
11/3/1908,Minnesota,MN,Bryan,democrat,33.02133388,
11/3/1908,Minnesota,MN,Debs,independent,4.38479463,
11/3/1908,Minnesota,MN,Other,independent,3.481092894,
11/3/1908,Mississippi,MS,Taft,republican,6.521284228,
11/3/1908,Mississippi,MS,Bryan,democrat,90.10970943,
11/3/1908,Mississippi,MS,Debs,independent,1.461796006,
11/3/1908,Mississippi,MS,Other,independent,1.907210331,
11/3/1908,Missouri,MO,Taft,republican,48.49698363,
11/3/1908,Missouri,MO,Bryan,democrat,48.40912551,
11/3/1908,Missouri,MO,Debs,independent,2.155387351,
11/3/1908,Missouri,MO,Other,independent,0.9385035066,
11/3/1908,Montana,MT,Taft,republican,46.98061666,
11/3/1908,Montana,MT,Bryan,democrat,42.61137427,
11/3/1908,Montana,MT,Debs,independent,8.507454012,
11/3/1908,Montana,MT,Other,independent,1.900555055,
11/3/1908,Nebraska,NE,Taft,republican,47.60025337,
11/3/1908,Nebraska,NE,Bryan,democrat,49.1377404,
11/3/1908,Nebraska,NE,Debs,independent,1.320844531,
11/3/1908,Nebraska,NE,Other,independent,1.941161699,
11/3/1908,Nevada,NV,Taft,republican,43.93296909,
11/3/1908,Nevada,NV,Bryan,democrat,45.71475169,
11/3/1908,Nevada,NV,Debs,independent,8.574573922,
11/3/1908,Nevada,NV,Other,independent,1.777705292,
11/3/1908,New Hampshire,NH,Taft,republican,59.31808036,
11/3/1908,New Hampshire,NH,Bryan,democrat,37.56138393,
11/3/1908,New Hampshire,NH,Debs,independent,1.449776786,
11/3/1908,New Hampshire,NH,Other,independent,1.670758929,
11/3/1908,New Jersey,NJ,Taft,republican,56.79091092,
11/3/1908,New Jersey,NJ,Bryan,democrat,39.07700804,
11/3/1908,New Jersey,NJ,Debs,independent,2.194572751,
11/3/1908,New Jersey,NJ,Other,independent,1.937508294,
11/3/1908,New York,NY,Taft,republican,53.10647908,
11/3/1908,New York,NY,Bryan,democrat,40.74025697,
11/3/1908,New York,NY,Debs,independent,2.346934416,
11/3/1908,New York,NY,Other,independent,3.806329539,
11/3/1908,North Carolina,NC,Taft,republican,45.49007341,
11/3/1908,North Carolina,NC,Bryan,democrat,54.2173159,
11/3/1908,North Carolina,NC,Debs,independent,0.1472952319,
11/3/1908,North Carolina,NC,Other,independent,0.1453154573,
11/3/1908,North Dakota,ND,Taft,republican,61.02089394,
11/3/1908,North Dakota,ND,Bryan,democrat,34.78973816,
11/3/1908,North Dakota,ND,Debs,independent,2.561227189,
11/3/1908,North Dakota,ND,Other,independent,1.628140704,
11/3/1908,Ohio,OH,Taft,republican,51.02857469,
11/3/1908,Ohio,OH,Bryan,democrat,44.82369074,
11/3/1908,Ohio,OH,Debs,independent,3.013235231,
11/3/1908,Ohio,OH,Other,independent,1.134499337,
11/3/1908,Oklahoma,OK,Taft,republican,43.32602566,
11/3/1908,Oklahoma,OK,Bryan,democrat,47.98868944,
11/3/1908,Oklahoma,OK,Debs,independent,8.523705502,
11/3/1908,Oklahoma,OK,Other,independent,0.1615793994,
11/3/1908,Oregon,OR,Taft,republican,56.38972306,
11/3/1908,Oregon,OR,Bryan,democrat,34.31269107,
11/3/1908,Oregon,OR,Debs,independent,6.618330042,
11/3/1908,Oregon,OR,Other,independent,2.679255832,
11/3/1908,Pennsylvania,PA,Taft,republican,58.84090102,
11/3/1908,Pennsylvania,PA,Bryan,democrat,35.40826068,
11/3/1908,Pennsylvania,PA,Debs,independent,2.675766302,
11/3/1908,Pennsylvania,PA,Other,independent,3.075071995,
11/3/1908,Rhode Island,RI,Taft,republican,60.76302944,
11/3/1908,Rhode Island,RI,Bryan,democrat,34.1634747,
11/3/1908,Rhode Island,RI,Debs,independent,1.887522989,
11/3/1908,Rhode Island,RI,Other,independent,3.185972869,
11/3/1908,South Carolina,SC,Taft,republican,5.943144669,
11/3/1908,South Carolina,SC,Bryan,democrat,93.83690625,
11/3/1908,South Carolina,SC,Debs,independent,0.150650055,
11/3/1908,South Carolina,SC,Other,independent,0.06929902529,
11/3/1908,South Dakota,SD,Taft,republican,58.84208234,
11/3/1908,South Dakota,SD,Bryan,democrat,35.08255282,
11/3/1908,South Dakota,SD,Debs,independent,2.479634067,
11/3/1908,South Dakota,SD,Other,independent,3.595730778,
11/3/1908,Tennessee,TN,Taft,republican,45.8733183,
11/3/1908,Tennessee,TN,Bryan,democrat,52.72882806,
11/3/1908,Tennessee,TN,Debs,independent,0.7271171942,
11/3/1908,Tennessee,TN,Other,independent,0.6707364492,
11/3/1908,Texas,TX,Taft,republican,22.35385029,
11/3/1908,Texas,TX,Bryan,democrat,73.97338617,
11/3/1908,Texas,TX,Debs,independent,2.679085094,
11/3/1908,Texas,TX,Other,independent,0.9936784485,
11/3/1908,Utah,UT,Taft,republican,56.18848572,
11/3/1908,Utah,UT,Bryan,democrat,39.22274498,
11/3/1908,Utah,UT,Debs,independent,4.506826991,
11/3/1908,Utah,UT,Other,independent,0.08194230893,
11/3/1908,Vermont,VT,Taft,republican,75.07545128,
11/3/1908,Vermont,VT,Bryan,democrat,21.8210808,
11/3/1908,Vermont,VT,Debs,independent,0,
11/3/1908,Vermont,VT,Other,independent,3.103467912,
11/3/1908,Virginia,VA,Taft,republican,38.35552475,
11/3/1908,Virginia,VA,Bryan,democrat,60.51581367,
11/3/1908,Virginia,VA,Debs,independent,0.1860431182,
11/3/1908,Virginia,VA,Other,independent,0.9426184657,
11/3/1908,Washington,WA,Taft,republican,57.68032239,
11/3/1908,Washington,WA,Bryan,democrat,31.91827234,
11/3/1908,Washington,WA,Debs,independent,7.709961442,
11/3/1908,Washington,WA,Other,independent,2.69144383,
11/3/1908,West Virginia,WV,Taft,republican,53.41585789,
11/3/1908,West Virginia,WV,Bryan,democrat,43.16770307,
11/3/1908,West Virginia,WV,Debs,independent,1.425388892,
11/3/1908,West Virginia,WV,Other,independent,1.991050154,
11/3/1908,Wisconsin,WI,Taft,republican,54.51686798,
11/3/1908,Wisconsin,WI,Bryan,democrat,36.6740677,
11/3/1908,Wisconsin,WI,Debs,independent,6.193763327,
11/3/1908,Wisconsin,WI,Other,independent,2.615300996,
11/3/1908,Wyoming,WY,Taft,republican,55.42822197,
11/3/1908,Wyoming,WY,Bryan,democrat,39.66603738,
11/3/1908,Wyoming,WY,Debs,independent,4.560078705,
11/3/1908,Wyoming,WY,Other,independent,0.3456619426,
11/3/1908,National Popular Vote,NPV,Taft,republican,51.5690629977,
11/3/1908,National Popular Vote,NPV,Bryan,democrat,43.0449330447,
11/3/1908,National Popular Vote,NPV,Debs,independent,2.8266029888,
11/5/1912,Alabama,AL,Taft,republican,8.243897887,
11/5/1912,Alabama,AL,Wilson,democrat,69.94035752,
11/5/1912,Alabama,AL,Roosevelt,independent,19.24170053,
11/5/1912,Alabama,AL,Debs,independent,2.569802068,
11/5/1912,Alabama,AL,Other,independent,0.004241997472,
11/5/1912,Arizona,AZ,Taft,republican,12.73501391,
11/5/1912,Arizona,AZ,Wilson,democrat,43.5207824,
11/5/1912,Arizona,AZ,Roosevelt,independent,29.29348284,
11/5/1912,Arizona,AZ,Debs,independent,13.33361437,
11/5/1912,Arizona,AZ,Other,independent,1.117106483,
11/5/1912,Arkansas,AR,Taft,republican,20.45098478,
11/5/1912,Arkansas,AR,Wilson,democrat,55.00543548,
11/5/1912,Arkansas,AR,Roosevelt,independent,17.30080573,
11/5/1912,Arkansas,AR,Debs,independent,6.516977874,
11/5/1912,Arkansas,AR,Other,independent,0.7257961376,
11/5/1912,California,CA,Taft,republican,0.5773338211,
11/5/1912,California,CA,Wilson,democrat,41.80817295,2
11/5/1912,California,CA,Roosevelt,independent,41.83383878,11
11/5/1912,California,CA,Debs,independent,11.68252835,
11/5/1912,California,CA,Other,independent,4.098126099,
11/5/1912,Colorado,CO,Taft,republican,21.8772482,
11/5/1912,Colorado,CO,Wilson,democrat,42.80275779,
11/5/1912,Colorado,CO,Roosevelt,independent,27.09307554,
11/5/1912,Colorado,CO,Debs,independent,6.151828537,
11/5/1912,Colorado,CO,Other,independent,2.075089928,
11/5/1912,Connecticut,CT,Taft,republican,35.88369992,
11/5/1912,Connecticut,CT,Wilson,democrat,39.1593664,
11/5/1912,Connecticut,CT,Roosevelt,independent,17.92451839,
11/5/1912,Connecticut,CT,Debs,independent,5.281401651,
11/5/1912,Connecticut,CT,Other,independent,1.751013634,
11/5/1912,Delaware,DE,Taft,republican,32.85415041,
11/5/1912,Delaware,DE,Wilson,democrat,46.47595186,
11/5/1912,Delaware,DE,Roosevelt,independent,18.24865487,
11/5/1912,Delaware,DE,Debs,independent,1.141824455,
11/5/1912,Delaware,DE,Other,independent,1.279418409,
11/5/1912,Florida,FL,Taft,republican,8.417097783,
11/5/1912,Florida,FL,Wilson,democrat,69.5221984,
11/5/1912,Florida,FL,Roosevelt,independent,8.960009442,
11/5/1912,Florida,FL,Debs,independent,9.45374432,
11/5/1912,Florida,FL,Other,independent,3.646950056,
11/5/1912,Georgia,GA,Taft,republican,4.273483165,
11/5/1912,Georgia,GA,Wilson,democrat,76.63373673,
11/5/1912,Georgia,GA,Roosevelt,independent,18.09911912,
11/5/1912,Georgia,GA,Debs,independent,0.870996954,
11/5/1912,Georgia,GA,Other,independent,0.1226640323,
11/5/1912,Idaho,ID,Taft,republican,31.02483121,
11/5/1912,Idaho,ID,Wilson,democrat,32.07538249,
11/5/1912,Idaho,ID,Roosevelt,independent,24.13809407,
11/5/1912,Idaho,ID,Debs,independent,11.3092649,
11/5/1912,Idaho,ID,Other,independent,1.452427331,
11/5/1912,Illinois,IL,Taft,republican,22.12519402,
11/5/1912,Illinois,IL,Wilson,democrat,35.33916782,
11/5/1912,Illinois,IL,Roosevelt,independent,33.71899356,
11/5/1912,Illinois,IL,Debs,independent,7.091250623,
11/5/1912,Illinois,IL,Other,independent,1.725393985,
11/5/1912,Indiana,IN,Taft,republican,23.11275925,
11/5/1912,Indiana,IN,Wilson,democrat,43.07122972,
11/5/1912,Indiana,IN,Roosevelt,independent,24.75377173,
11/5/1912,Indiana,IN,Debs,independent,5.642852122,
11/5/1912,Indiana,IN,Other,independent,3.419387172,
11/5/1912,Iowa,IA,Taft,republican,24.33300295,
11/5/1912,Iowa,IA,Wilson,democrat,37.64044716,
11/5/1912,Iowa,IA,Roosevelt,independent,32.86625937,
11/5/1912,Iowa,IA,Debs,independent,3.446083728,
11/5/1912,Iowa,IA,Other,independent,1.714206793,
11/5/1912,Kansas,KS,Taft,republican,20.47406718,
11/5/1912,Kansas,KS,Wilson,democrat,39.29943101,
11/5/1912,Kansas,KS,Roosevelt,independent,32.88379473,
11/5/1912,Kansas,KS,Debs,independent,7.325473247,
11/5/1912,Kansas,KS,Other,independent,0.01723383302,
11/5/1912,Kentucky,KY,Taft,republican,25.46010783,
11/5/1912,Kentucky,KY,Wilson,democrat,48.39871456,
11/5/1912,Kentucky,KY,Roosevelt,independent,22.65075006,
11/5/1912,Kentucky,KY,Debs,independent,2.56712615,
11/5/1912,Kentucky,KY,Other,independent,0.9233014031,
11/5/1912,Louisiana,LA,Taft,republican,4.836715122,
11/5/1912,Louisiana,LA,Wilson,democrat,76.81077125,
11/5/1912,Louisiana,LA,Roosevelt,independent,11.71386029,
11/5/1912,Louisiana,LA,Debs,independent,6.638653341,
11/5/1912,Louisiana,LA,Other,independent,0,
11/5/1912,Maine,ME,Taft,republican,20.47593335,
11/5/1912,Maine,ME,Wilson,democrat,39.42687442,
11/5/1912,Maine,ME,Roosevelt,independent,37.40743598,
11/5/1912,Maine,ME,Debs,independent,1.960043197,
11/5/1912,Maine,ME,Other,independent,0.7297130515,
11/5/1912,Maryland,MD,Taft,republican,23.68987115,
11/5/1912,Maryland,MD,Wilson,democrat,48.57035706,
11/5/1912,Maryland,MD,Roosevelt,independent,24.91109186,
11/5/1912,Maryland,MD,Debs,independent,1.722554864,
11/5/1912,Maryland,MD,Other,independent,1.106125071,
11/5/1912,Massachusetts,MA,Taft,republican,31.95282518,
11/5/1912,Massachusetts,MA,Wilson,democrat,35.53027618,
11/5/1912,Massachusetts,MA,Roosevelt,independent,29.14167812,
11/5/1912,Massachusetts,MA,Debs,independent,2.584943972,
11/5/1912,Massachusetts,MA,Other,independent,0.7902765456,
11/5/1912,Michigan,MI,Taft,republican,27.63169358,
11/5/1912,Michigan,MI,Wilson,democrat,27.36071989,
11/5/1912,Michigan,MI,Roosevelt,independent,38.94616099,
11/5/1912,Michigan,MI,Debs,independent,4.21270618,
11/5/1912,Michigan,MI,Other,independent,1.848719363,
11/5/1912,Minnesota,MN,Taft,republican,19.24905526,
11/5/1912,Minnesota,MN,Wilson,democrat,31.84319264,
11/5/1912,Minnesota,MN,Roosevelt,independent,37.65674603,
11/5/1912,Minnesota,MN,Debs,independent,8.229633863,
11/5/1912,Minnesota,MN,Other,independent,3.021372214,
11/5/1912,Mississippi,MS,Taft,republican,2.419242281,
11/5/1912,Mississippi,MS,Wilson,democrat,88.89784905,
11/5/1912,Mississippi,MS,Roosevelt,independent,5.503776189,
11/5/1912,Mississippi,MS,Debs,independent,3.179132485,
11/5/1912,Mississippi,MS,Other,independent,0,
11/5/1912,Missouri,MO,Taft,republican,29.74965859,
11/5/1912,Missouri,MO,Wilson,democrat,47.3464211,
11/5/1912,Missouri,MO,Roosevelt,independent,17.80433059,
11/5/1912,Missouri,MO,Debs,independent,4.074919192,
11/5/1912,Missouri,MO,Other,independent,1.024670539,
11/5/1912,Montana,MT,Taft,republican,23.19043921,
11/5/1912,Montana,MT,Wilson,democrat,35.00238018,
11/5/1912,Montana,MT,Roosevelt,independent,28.13118533,
11/5/1912,Montana,MT,Debs,independent,13.6359081,
11/5/1912,Montana,MT,Other,independent,0.04008718964,
11/5/1912,Nebraska,NE,Taft,republican,21.7353487,
11/5/1912,Nebraska,NE,Wilson,democrat,43.69355828,
11/5/1912,Nebraska,NE,Roosevelt,independent,29.13264631,
11/5/1912,Nebraska,NE,Debs,independent,4.082442491,
11/5/1912,Nebraska,NE,Other,independent,1.356004217,
11/5/1912,Nevada,NV,Taft,republican,15.88864032,
11/5/1912,Nevada,NV,Wilson,democrat,39.70171514,
11/5/1912,Nevada,NV,Roosevelt,independent,27.93934874,
11/5/1912,Nevada,NV,Debs,independent,16.4702958,
11/5/1912,Nevada,NV,Other,independent,0,
11/5/1912,New Hampshire,NH,Taft,republican,37.43363536,
11/5/1912,New Hampshire,NH,Wilson,democrat,39.47658621,
11/5/1912,New Hampshire,NH,Roosevelt,independent,20.22941986,
11/5/1912,New Hampshire,NH,Debs,independent,2.252134469,
11/5/1912,New Hampshire,NH,Other,independent,0.6082240993,
11/5/1912,New Jersey,NJ,Taft,republican,20.5285403,
11/5/1912,New Jersey,NJ,Wilson,democrat,41.20012294,
11/5/1912,New Jersey,NJ,Roosevelt,independent,33.60224061,
11/5/1912,New Jersey,NJ,Debs,independent,3.685362308,
11/5/1912,New Jersey,NJ,Other,independent,0.9837338442,
11/5/1912,New Mexico,NM,Taft,republican,35.91420933,
11/5/1912,New Mexico,NM,Wilson,democrat,41.39055412,
11/5/1912,New Mexico,NM,Roosevelt,independent,16.90497408,
11/5/1912,New Mexico,NM,Debs,independent,5.790262476,
11/5/1912,New Mexico,NM,Other,independent,0,
11/5/1912,New York,NY,Taft,republican,28.67737193,
11/5/1912,New York,NY,Wilson,democrat,41.27474714,
11/5/1912,New York,NY,Roosevelt,independent,24.56017855,
11/5/1912,New York,NY,Debs,independent,3.993792163,
11/5/1912,New York,NY,Other,independent,1.493910213,
11/5/1912,North Carolina,NC,Taft,republican,11.94622783,
11/5/1912,North Carolina,NC,Wilson,democrat,59.24409023,
11/5/1912,North Carolina,NC,Roosevelt,independent,28.34149181,
11/5/1912,North Carolina,NC,Debs,independent,0.4202231898,
11/5/1912,North Carolina,NC,Other,independent,0.04796693971,
11/5/1912,North Dakota,ND,Taft,republican,26.66897667,
11/5/1912,North Dakota,ND,Wilson,democrat,34.13605914,
11/5/1912,North Dakota,ND,Roosevelt,independent,29.71355971,
11/5/1912,North Dakota,ND,Debs,independent,8.045738046,
11/5/1912,North Dakota,ND,Other,independent,1.435666436,
11/5/1912,Ohio,OH,Taft,republican,26.82186957,
11/5/1912,Ohio,OH,Wilson,democrat,40.96388563,
11/5/1912,Ohio,OH,Roosevelt,independent,22.15874357,
11/5/1912,Ohio,OH,Debs,independent,8.691979705,
11/5/1912,Ohio,OH,Other,independent,1.363521532,
11/5/1912,Oklahoma,OK,Taft,republican,35.77054464,
11/5/1912,Oklahoma,OK,Wilson,democrat,46.94859358,
11/5/1912,Oklahoma,OK,Roosevelt,independent,0,
11/5/1912,Oklahoma,OK,Debs,independent,16.41995106,
11/5/1912,Oklahoma,OK,Other,independent,0.8609107135,
11/5/1912,Oregon,OR,Taft,republican,25.30137186,
11/5/1912,Oregon,OR,Wilson,democrat,34.34325744,
11/5/1912,Oregon,OR,Roosevelt,independent,27.4372446,
11/5/1912,Oregon,OR,Debs,independent,9.736573263,
11/5/1912,Oregon,OR,Other,independent,3.181552831,
11/5/1912,Pennsylvania,PA,Taft,republican,22.44821538,
11/5/1912,Pennsylvania,PA,Wilson,democrat,32.48955439,
11/5/1912,Pennsylvania,PA,Roosevelt,independent,36.5345198,
11/5/1912,Pennsylvania,PA,Debs,independent,6.8663487,
11/5/1912,Pennsylvania,PA,Other,independent,1.66136174,
11/5/1912,Rhode Island,RI,Taft,republican,35.56499859,
11/5/1912,Rhode Island,RI,Wilson,democrat,39.04280176,
11/5/1912,Rhode Island,RI,Roosevelt,independent,21.66790767,
11/5/1912,Rhode Island,RI,Debs,independent,2.630497856,
11/5/1912,Rhode Island,RI,Other,independent,1.09379413,
11/5/1912,South Carolina,SC,Taft,republican,1.063386569,
11/5/1912,South Carolina,SC,Wilson,democrat,95.93691102,
11/5/1912,South Carolina,SC,Roosevelt,independent,2.565221704,
11/5/1912,South Carolina,SC,Debs,independent,0.3253645472,
11/5/1912,South Carolina,SC,Other,independent,0.1091161591,
11/5/1912,South Dakota,SD,Taft,republican,0,
11/5/1912,South Dakota,SD,Wilson,democrat,42.07350097,
11/5/1912,South Dakota,SD,Roosevelt,independent,50.55748979,
11/5/1912,South Dakota,SD,Debs,independent,4.007736944,
11/5/1912,South Dakota,SD,Other,independent,3.361272297,
11/5/1912,Tennessee,TN,Taft,republican,24.00439799,
11/5/1912,Tennessee,TN,Wilson,democrat,52.80014925,
11/5/1912,Tennessee,TN,Roosevelt,independent,21.45054439,
11/5/1912,Tennessee,TN,Debs,independent,1.414661835,
11/5/1912,Tennessee,TN,Other,independent,0.3302465338,
11/5/1912,Texas,TX,Taft,republican,9.453656209,
11/5/1912,Texas,TX,Wilson,democrat,72.72953199,
11/5/1912,Texas,TX,Roosevelt,independent,8.862181399,
11/5/1912,Texas,TX,Debs,independent,8.249499649,
11/5/1912,Texas,TX,Other,independent,0.705130754,
11/5/1912,Utah,UT,Taft,republican,37.46018187,
11/5/1912,Utah,UT,Wilson,democrat,32.54764828,
11/5/1912,Utah,UT,Roosevelt,independent,21.50979659,
11/5/1912,Utah,UT,Debs,independent,8.028580072,
11/5/1912,Utah,UT,Other,independent,0.4537931771,
11/5/1912,Vermont,VT,Taft,republican,37.12803539,
11/5/1912,Vermont,VT,Wilson,democrat,24.43270424,
11/5/1912,Vermont,VT,Roosevelt,independent,35.21848445,
11/5/1912,Vermont,VT,Debs,independent,1.476719391,
11/5/1912,Vermont,VT,Other,independent,1.744056523,
11/5/1912,Virginia,VA,Taft,republican,17.00151851,
11/5/1912,Virginia,VA,Wilson,democrat,65.94731924,
11/5/1912,Virginia,VA,Roosevelt,independent,15.89840556,
11/5/1912,Virginia,VA,Debs,independent,0.5986450181,
11/5/1912,Virginia,VA,Other,independent,0.5541116692,
11/5/1912,Washington,WA,Taft,republican,21.82317789,
11/5/1912,Washington,WA,Wilson,democrat,26.90218991,
11/5/1912,Washington,WA,Roosevelt,independent,35.22253786,
11/5/1912,Washington,WA,Debs,independent,12.43312402,
11/5/1912,Washington,WA,Other,independent,3.618970319,
11/5/1912,West Virginia,WV,Taft,republican,21.11164016,
11/5/1912,West Virginia,WV,Wilson,democrat,42.10759296,
11/5/1912,West Virginia,WV,Roosevelt,independent,29.42848215,
11/5/1912,West Virginia,WV,Debs,independent,5.672028211,
11/5/1912,West Virginia,WV,Other,independent,1.680256521,
11/5/1912,Wisconsin,WI,Taft,republican,32.65104069,
11/5/1912,Wisconsin,WI,Wilson,democrat,41.06006625,
11/5/1912,Wisconsin,WI,Roosevelt,independent,15.61297581,
11/5/1912,Wisconsin,WI,Debs,independent,8.369523095,
11/5/1912,Wisconsin,WI,Other,independent,2.30639415,
11/5/1912,Wyoming,WY,Taft,republican,34.42405901,
11/5/1912,Wyoming,WY,Wilson,democrat,36.19727634,
11/5/1912,Wyoming,WY,Roosevelt,independent,21.82712313,
11/5/1912,Wyoming,WY,Debs,independent,6.525439758,
11/5/1912,Wyoming,WY,Other,independent,1.026101759,
